댓글갯수,댓글 성실도,쿠팡비율,댓글 길이 평균,리뷰 작성 일수,알바여부
180,0.8833333333333333,0.3611111111111111,268.69182389937106,70,1
195,0.7794871794871795,0.2256410256410256,171.80263157894737,82,1
165,0.2303030303030303,0.1393939393939394,105.3157894736842,39,1
59,0.4915254237288136,0.135593220338983,98.48275862068964,34,1
60,0.05,0.8833333333333333,99.66666666666669,11,1
137,0.5328467153284672,0.5255474452554745,121.10958904109587,73,1
195,0.7948717948717948,0.0307692307692307,120.4,40,1
150,0.7066666666666667,0.3866666666666666,156.5566037735849,51,1
150,0.8533333333333334,0.2666666666666666,199.25,43,1
195,0.7589743589743589,0.0153846153846153,79.27702702702703,33,1
93,0.1612903225806451,0.6021505376344086,127.13333333333334,32,1
180,0.6333333333333333,0.5055555555555555,144.89473684210526,76,1
188,0.6542553191489362,0.5957446808510638,51.113821138211385,63,1
65,0.3692307692307692,0.3384615384615385,135.29166666666666,49,1
49,0.6326530612244898,0.2653061224489796,129.19354838709677,35,1
285,0.8771929824561403,0.0982456140350877,172.76,75,1
270,0.8296296296296296,0.2259259259259259,275.6741071428572,62,1
114,0.7017543859649122,0.0,65.7125,37,1
23,0.0,0.1739130434782608,0.0,21,1
270,0.4777777777777778,0.4333333333333333,157.80620155038758,66,1
230,0.7608695652173914,0.1826086956521739,176.12,79,1
194,1.0,0.8402061855670103,756.8917525773196,83,1
153,0.9738562091503268,0.8300653594771242,1080.8926174496644,99,1
31,0.967741935483871,0.8064516129032258,840.5,20,1
166,0.963855421686747,0.9096385542168676,536.15625,76,1
58,0.9482758620689656,0.603448275862069,1065.9818181818182,13,1
8,0.125,0.75,78.0,5,0
9,0.0,0.5555555555555556,0.0,5,0
57,0.0,0.7017543859649122,0.0,21,0
36,0.3055555555555556,0.4444444444444444,25.90909090909091,21,0
10,0.0,0.7,0.0,1,0
1,0.0,1.0,0.0,1,0
2,0.0,1.0,0.0,1,0
18,0.0,0.6666666666666666,0.0,4,0
1,0.0,1.0,0.0,1,0
285,0.0,0.2491228070175438,0.0,179,0
6,0.0,0.6666666666666666,0.0,1,0
5,0.2,0.4,49.0,3,0
47,0.0,0.8297872340425532,0.0,2,0
34,0.0,0.8823529411764706,0.0,4,0
8,0.125,0.875,8.0,4,0
145,0.0,0.8206896551724138,0.0,35,0
225,0.0,0.6533333333333333,0.0,87,0
6,0.3333333333333333,0.8333333333333334,3.5,5,0
179,0.0893854748603352,0.7206703910614525,47.6875,58,0
37,0.0,0.6756756756756757,0.0,4,0
92,0.0,0.8043478260869565,0.0,8,0
12,0.0,0.6666666666666666,0.0,2,0
4,0.25,0.25,263.0,2,0
21,0.0,0.6666666666666666,0.0,4,0
32,0.15625,0.40625,11.4,12,0
85,0.0705882352941176,0.8941176470588236,18.166666666666668,22,0
61,0.0,0.7377049180327869,0.0,6,0
240,0.0,0.8208333333333333,0.0,42,0
2,0.0,0.5,0.0,1,0
21,0.9047619047619048,1.0,108.21052631578948,4,0
16,0.6875,0.8125,67.54545454545455,11,0
13,0.0,0.6923076923076923,0.0,1,0
49,0.0,0.7959183673469388,0.0,19,0
162,0.0185185185185185,0.808641975308642,70.66666666666667,5,0
79,0.0632911392405063,0.7848101265822784,51.8,8,0
6,0.0,1.0,0.0,2,0
285,0.0,0.6947368421052632,0.0,98,0
2,0.0,0.5,0.0,1,0
54,0.0,0.4814814814814814,0.0,16,0
17,0.4117647058823529,0.3529411764705882,74.28571428571429,11,0
51,0.0,0.7058823529411765,0.0,10,0
67,0.0,0.373134328358209,0.0,13,0
16,0.0,0.75,0.0,2,0
19,0.1578947368421052,0.3684210526315789,23.33333333333333,6,0
139,0.0071942446043165,0.6546762589928058,34.0,36,0
225,0.0,0.6222222222222222,0.0,7,0
22,0.0454545454545454,0.7727272727272727,54.0,2,0
56,0.0178571428571428,0.75,27.0,14,0
67,0.0,0.8656716417910447,0.0,6,0
165,0.0,0.4363636363636363,0.0,49,0
23,0.0,0.6521739130434783,0.0,1,0
69,0.1159420289855072,0.6521739130434783,72.125,16,0
14,0.8571428571428571,1.0,31.58333333333333,7,0
11,0.0,0.9090909090909092,0.0,2,0
127,0.0,0.8582677165354331,0.0,12,0
165,1.0,0.8424242424242424,761.8727272727273,71,0
201,0.0049751243781094,0.5472636815920398,16.0,89,0
34,0.0,0.5882352941176471,0.0,2,0
39,0.0,0.5897435897435898,0.0,17,0
84,0.0119047619047619,0.7976190476190477,106.0,8,0
81,0.0,0.4074074074074074,0.0,17,0
285,0.0,0.8982456140350877,0.0,13,0
1,0.0,1.0,0.0,1,0
107,0.0560747663551401,0.8130841121495327,40.5,14,0
22,0.2727272727272727,0.8636363636363636,18.33333333333333,8,0
122,0.0,0.9590163934426228,0.0,7,0
30,0.1333333333333333,0.4,46.0,7,0
22,0.0454545454545454,0.5,22.0,5,0
12,0.0,0.3333333333333333,0.0,1,0
43,0.0,0.8604651162790697,0.0,3,0
20,0.0,0.9,0.0,1,0
254,0.0314960629921259,0.7559055118110236,24.75,163,0
3,0.0,0.6666666666666666,0.0,2,0
15,0.0666666666666666,0.8666666666666667,125.0,3,0
255,0.2549019607843137,0.9098039215686274,47.30769230769231,30,0
3,0.3333333333333333,0.6666666666666666,73.0,1,0
102,0.3235294117647059,0.9215686274509804,51.90909090909091,16,0
76,0.1184210526315789,0.7105263157894737,48.44444444444444,8,0
3,0.6666666666666666,0.3333333333333333,366.0,1,0
179,0.2569832402234637,0.905027932960894,75.34782608695652,34,0
8,0.0,0.75,0.0,2,0
89,0.1910112359550561,0.7865168539325843,188.41176470588235,20,0
1,0.0,1.0,0.0,1,0
8,0.0,0.875,0.0,3,0
1,0.0,1.0,0.0,1,0
220,0.3409090909090909,0.9,110.82666666666668,31,0
13,0.0769230769230769,0.9230769230769232,55.0,1,0
13,0.2307692307692307,1.0,73.66666666666667,10,0
197,0.0710659898477157,0.7106598984771574,16.0,57,0
8,0.0,0.75,0.0,2,0
1,0.0,1.0,0.0,1,0
97,0.0,0.8969072164948454,0.0,2,0
240,0.0,0.45,0.0,27,0
91,0.0,0.7362637362637363,0.0,19,0
14,0.4285714285714285,0.4285714285714285,23.33333333333333,6,0
14,0.4285714285714285,0.4285714285714285,23.33333333333333,6,0
4,0.0,1.0,0.0,4,0
270,0.0,0.7777777777777778,0.0,50,0
36,0.0,0.7777777777777778,0.0,4,0
47,0.0212765957446808,0.6382978723404256,23.0,11,0
285,0.0105263157894736,0.8035087719298246,34.333333333333336,51,0
68,0.3382352941176471,0.2058823529411764,14.695652173913045,11,0
6,0.0,0.5,0.0,2,0
11,0.0,0.6363636363636364,0.0,1,0
10,0.1,0.5,44.0,8,0
23,0.0434782608695652,0.6521739130434783,274.0,4,0
210,0.0095238095238095,0.7857142857142857,290.5,7,0
24,0.0416666666666666,0.7083333333333334,149.0,11,0
13,0.0,0.9230769230769232,0.0,2,0
2,0.0,1.0,0.0,2,0
124,0.0241935483870967,0.7661290322580645,64.33333333333333,7,0
150,0.0066666666666666,0.64,11.0,8,0
120,0.0,0.5166666666666667,0.0,61,0
17,0.0,0.4117647058823529,0.0,10,0
108,0.0,0.6111111111111112,0.0,12,0
1,0.0,1.0,0.0,1,0
1,1.0,1.0,713.0,1,0
208,0.4951923076923077,0.9615384615384616,140.2135922330097,63,0
208,0.4951923076923077,0.9615384615384616,140.2135922330097,63,0
110,0.0,0.7727272727272727,0.0,12,0
16,0.0625,0.6875,38.0,2,0
270,0.0,0.5148148148148148,0.0,149,0
21,0.0476190476190476,0.8095238095238095,26.0,3,0
37,0.4864864864864865,0.7567567567567568,70.55555555555556,19,0
5,0.0,0.8,0.0,1,0
1,0.0,1.0,0.0,1,0
26,0.0,0.3846153846153846,0.0,17,0
5,0.0,1.0,0.0,3,0
37,0.0,0.4594594594594595,0.0,4,0
38,0.3684210526315789,0.631578947368421,16.714285714285715,9,0
3,0.0,0.3333333333333333,0.0,1,0
6,0.3333333333333333,1.0,66.5,4,0
28,0.1428571428571428,0.5714285714285714,19.75,9,0
19,0.0,0.9473684210526316,0.0,8,0
16,0.0,0.875,0.0,1,0
2,0.0,1.0,0.0,1,0
3,0.0,0.6666666666666666,0.0,2,0
6,0.0,1.0,0.0,1,0
6,0.0,1.0,0.0,1,0
93,0.0,0.6129032258064516,0.0,5,0
245,0.0,0.8122448979591836,0.0,34,0
187,0.0053475935828877,0.5080213903743316,21.0,114,0
12,0.8333333333333334,0.6666666666666666,75.4,6,0
68,0.4411764705882353,0.6470588235294118,15.666666666666666,32,0
57,0.0,0.3508771929824561,0.0,12,0
70,0.7857142857142857,0.9,131.63636363636363,46,0
2,0.0,0.5,0.0,2,0
12,0.5833333333333334,0.6666666666666666,90.14285714285714,9,0
30,0.0,0.7333333333333333,0.0,9,0
22,0.0,0.6363636363636364,0.0,2,0
0,0.0,0.0,0.0,0,0
12,0.0,0.8333333333333334,0.0,4,0
20,0.05,0.6,32.0,2,0
225,0.9733333333333334,0.9911111111111112,341.324200913242,133,0
9,0.0,0.4444444444444444,0.0,5,0
11,0.0,0.9090909090909092,0.0,3,0
34,0.0,0.3529411764705882,0.0,14,0
110,0.0181818181818181,0.4545454545454545,64.0,21,0
2,0.0,1.0,0.0,2,0
7,0.1428571428571428,1.0,44.0,2,0
16,0.0,0.5625,0.0,3,0
75,0.0,0.9333333333333332,0.0,4,0
61,0.7704918032786885,0.4426229508196721,87.31914893617021,17,0
217,0.064516129032258,0.7788018433179723,15.285714285714286,13,0
217,0.064516129032258,0.7788018433179723,15.285714285714286,13,0
30,0.0333333333333333,0.6,17.0,10,0
8,0.375,1.0,15.0,6,0
4,0.0,1.0,0.0,2,0
89,0.2022471910112359,0.9325842696629212,64.16666666666667,32,0
7,0.0,0.8571428571428571,0.0,1,0
225,0.9688888888888888,0.8222222222222222,135.3577981651376,57,0
20,0.0,0.8,0.0,7,0
270,0.0037037037037037,0.8222222222222222,44.0,11,0
3,0.0,0.6666666666666666,0.0,1,0
76,0.9473684210526316,0.9210526315789472,106.81944444444444,19,0
1,0.0,1.0,0.0,1,0
7,0.7142857142857143,0.5714285714285714,113.0,7,0
61,0.3278688524590163,0.8360655737704918,63.5,10,0
22,0.0454545454545454,0.7727272727272727,54.0,2,0
9,0.1111111111111111,0.5555555555555556,3.0,6,0
40,0.0,0.825,0.0,5,0
23,0.0,1.0,0.0,3,0
53,0.1132075471698113,0.8490566037735849,83.66666666666667,12,0
4,0.0,1.0,0.0,1,0
73,0.1917808219178082,0.7671232876712328,41.85714285714285,23,0
16,0.0625,1.0,18.0,3,0
1,0.0,1.0,0.0,1,0
69,0.0144927536231884,0.9130434782608696,21.0,4,0
12,0.0,0.0833333333333333,0.0,12,0
79,0.240506329113924,0.5822784810126582,51.26315789473684,20,0
63,0.4126984126984127,0.7936507936507936,107.3076923076923,8,0
315,0.073015873015873,0.9206349206349206,47.43478260869565,23,0
8,0.0,0.875,0.0,1,0
285,0.0245614035087719,0.7087719298245614,29.571428571428573,21,0
40,0.0,0.75,0.0,9,0
247,0.7327935222672065,0.194331983805668,88.7292817679558,58,1
240,0.7666666666666667,0.1958333333333333,99.33152173913044,62,1
24,0.5416666666666666,0.2916666666666667,90.53846153846152,15,1
156,0.75,0.032051282051282,133.13675213675214,43,1
180,0.6166666666666667,0.3222222222222222,180.46846846846847,57,1
300,0.81,0.48,169.5679012345679,91,1
55,0.8545454545454545,0.6363636363636364,249.0,19,1
210,0.8,0.0428571428571428,94.0595238095238,45,1
300,0.81,0.0233333333333333,112.66666666666669,55,1
300,0.5466666666666666,0.4066666666666667,93.98170731707316,51,1
258,0.4224806201550387,0.2984496124031007,87.14678899082568,58,1
236,0.6822033898305084,0.1313559322033898,99.32919254658384,54,1
24,0.3333333333333333,0.2916666666666667,144.875,18,1
70,0.8285714285714286,0.1714285714285714,173.4655172413793,32,1
270,0.6555555555555556,0.0888888888888888,148.80225988700565,47,1
255,0.7176470588235294,0.0901960784313725,187.3333333333333,40,1
179,0.0223463687150838,0.664804469273743,232.5,37,1
210,0.6571428571428571,0.238095238095238,109.8695652173913,28,1
164,0.3414634146341463,0.3536585365853658,105.08928571428572,26,1
210,0.923809523809524,0.5238095238095238,309.9329896907216,110,1
270,0.8074074074074075,0.1,122.04128440366972,66,1
255,0.7607843137254902,0.0274509803921568,96.45360824742268,48,1
270,0.8,0.1037037037037037,147.7685185185185,44,1
106,0.7924528301886793,0.0471698113207547,113.77380952380952,50,1
73,0.4931506849315068,0.0958904109589041,122.77777777777776,37,1
180,0.8611111111111112,0.2444444444444444,188.4516129032258,51,1
23,0.217391304347826,0.0434782608695652,52.4,20,1
213,0.460093896713615,0.3427230046948357,113.71428571428572,41,1
23,0.0,0.1739130434782608,0.0,21,1
229,0.8078602620087336,0.0087336244541484,183.81621621621625,107,1
270,0.7962962962962963,0.3851851851851852,307.0604651162791,71,1
75,0.8666666666666667,0.0266666666666666,147.92307692307693,53,1
255,0.5372549019607843,0.4235294117647059,157.7080291970803,84,1
76,0.5657894736842105,0.3026315789473684,146.8372093023256,52,1
99,0.5656565656565656,0.0808080808080808,84.01785714285714,31,1
210,0.6571428571428571,0.0952380952380952,184.7608695652174,34,1
210,0.3952380952380952,0.4666666666666667,174.40963855421683,48,1
255,0.6235294117647059,0.2156862745098039,152.39622641509433,62,1
240,0.7833333333333333,0.0625,184.12234042553192,45,1
210,0.8857142857142857,0.0761904761904762,112.48924731182797,43,1
114,0.7017543859649122,0.0,65.7125,37,1
270,0.7555555555555555,0.0111111111111111,79.48039215686275,52,1
270,0.4814814814814814,0.1,102.06923076923076,47,1
240,0.8083333333333333,0.225,128.67525773195877,83,1
150,0.74,0.18,172.75675675675674,51,1
270,0.7,0.074074074074074,76.82010582010582,45,1
114,0.7280701754385965,0.0087719298245614,131.78313253012047,46,1
102,0.7450980392156863,0.0490196078431372,72.11842105263158,47,1
270,0.8,0.0555555555555555,105.6898148148148,42,1
245,0.7673469387755102,0.0040816326530612,77.90425531914893,52,1
255,0.6823529411764706,0.2901960784313726,153.70689655172413,59,1
265,0.2943396226415094,0.539622641509434,70.74358974358974,42,1
35,0.8571428571428571,0.0,78.96666666666667,22,1
32,0.53125,0.15625,166.05882352941177,26,1
181,0.1988950276243093,0.7182320441988951,50.30555555555556,37,1
74,0.7567567567567568,0.0405405405405405,72.32142857142857,31,1
59,0.4915254237288136,0.135593220338983,98.48275862068964,34,1
270,0.4074074074074074,0.5518518518518518,363.8727272727273,58,1
225,0.8088888888888889,0.3333333333333333,149.55494505494505,67,1
42,0.8571428571428571,0.0476190476190476,104.72222222222224,21,1
240,0.5541666666666667,0.5833333333333334,90.36842105263158,43,1
73,0.8493150684931506,0.0684931506849315,112.20967741935485,32,1
212,0.6462264150943396,0.070754716981132,102.69343065693432,114,1
255,0.8980392156862745,0.0784313725490196,57.03056768558952,29,1
110,0.7363636363636363,0.0363636363636363,79.67901234567901,42,1
183,0.7923497267759563,0.1202185792349726,109.37241379310343,38,1
255,0.0,0.7137254901960784,0.0,46,1
11,0.9090909090909092,0.1818181818181818,216.0,10,1
20,0.5,0.7,229.0,8,1
25,0.8,0.12,131.7,16,1
135,0.0296296296296296,0.2666666666666666,30.75,26,1
7,0.0,0.4285714285714285,0.0,6,1
199,0.0,0.7638190954773869,0.0,28,1
166,0.6807228915662651,0.0783132530120482,87.929203539823,54,1
240,0.7791666666666667,0.0916666666666666,126.45989304812834,22,1
285,0.7964912280701755,0.0631578947368421,185.02643171806167,52,1
270,0.7185185185185186,0.0481481481481481,103.28350515463916,27,1
183,0.7923497267759563,0.1202185792349726,109.37241379310343,38,1
42,0.8571428571428571,0.0476190476190476,104.72222222222224,21,1
285,0.6526315789473685,0.3228070175438596,81.88172043010752,56,1
255,0.5803921568627451,0.5843137254901961,96.64189189189187,45,1
73,0.8493150684931506,0.0684931506849315,112.20967741935485,32,1
270,0.6296296296296297,0.0111111111111111,115.05882352941175,22,1
315,0.5142857142857142,0.0095238095238095,76.88888888888889,64,1
179,0.4636871508379888,0.0111731843575419,90.89156626506023,35,1
165,0.5575757575757576,0.2787878787878788,101.08695652173913,66,1
132,0.7045454545454546,0.0606060606060606,115.9247311827957,31,1
195,0.4666666666666667,0.3846153846153846,112.50549450549453,17,1
80,0.7,0.1625,166.26785714285714,35,1
4,0.5,0.25,46.5,4,1
76,0.5657894736842105,0.3026315789473684,146.8372093023256,52,1
156,0.75,0.032051282051282,133.13675213675214,43,1
184,0.6195652173913043,0.3369565217391304,179.40350877192984,61,1
210,0.5,0.4095238095238095,164.6095238095238,72,1
137,0.5328467153284672,0.5255474452554745,121.10958904109587,73,1
180,0.7888888888888889,0.0222222222222222,100.33802816901408,46,1
165,0.4363636363636363,0.2363636363636363,117.83333333333331,49,1
255,0.2980392156862745,0.5372549019607843,70.88157894736842,40,1
75,0.8666666666666667,0.0266666666666666,147.92307692307693,53,1
165,0.7636363636363637,0.4727272727272727,202.484126984127,58,1
210,0.3952380952380952,0.4666666666666667,174.40963855421683,48,1
99,0.5656565656565656,0.0808080808080808,84.01785714285714,31,1
150,0.7866666666666666,0.36,83.55084745762711,104,1
195,0.764102564102564,0.0,127.65771812080536,62,1
210,0.719047619047619,0.0428571428571428,76.88079470198676,29,1
52,0.4615384615384615,0.3461538461538461,79.08333333333333,36,1
210,0.7571428571428571,0.0142857142857142,79.42767295597484,34,1
75,0.6933333333333334,0.16,199.82692307692307,35,1
73,0.4931506849315068,0.0958904109589041,122.77777777777776,37,1
180,0.2555555555555555,0.0888888888888888,84.5,37,1
285,0.5017543859649123,0.0947368421052631,103.36363636363636,48,1
195,0.7384615384615385,0.0051282051282051,73.74305555555556,34,1
114,0.7280701754385965,0.0087719298245614,131.78313253012047,46,1
21,0.1428571428571428,0.1904761904761904,188.0,16,1
255,0.4,0.2078431372549019,163.15686274509804,55,1
32,0.375,0.03125,103.25,17,1
62,0.0,0.7258064516129032,0.0,11,0
225,0.5911111111111111,0.8311111111111111,546.2406015037594,82,0
20,0.0,0.95,0.0,6,0
21,0.0,0.7142857142857143,0.0,5,0
58,0.0,0.5862068965517241,0.0,17,0
1,0.0,1.0,0.0,1,0
151,0.0066225165562913,0.5364238410596026,132.0,17,0
1,0.0,1.0,0.0,1,0
18,0.1666666666666666,0.8888888888888888,105.33333333333331,5,0
93,0.1612903225806451,0.8279569892473119,61.2,13,0
93,0.1612903225806451,0.8279569892473119,61.2,13,0
300,0.0666666666666666,0.7633333333333333,68.2,7,0
152,0.0,0.8223684210526315,0.0,17,0
1,0.0,1.0,0.0,1,0
47,0.9361702127659576,0.8085106382978723,99.22727272727272,32,0
126,0.0476190476190476,0.8015873015873016,26.33333333333333,21,0
10,0.3,0.7,51.0,5,0
189,0.0211640211640211,0.8783068783068783,25.25,10,0
289,0.1003460207612456,0.7923875432525952,212.31034482758625,159,0
240,0.0875,0.6833333333333333,48.90476190476191,93,0
35,0.0571428571428571,0.6285714285714286,66.5,6,0
8,0.0,0.625,0.0,1,0
30,0.1,0.8333333333333334,165.66666666666666,5,0
2,0.5,1.0,290.0,2,0
135,0.0,0.8666666666666667,0.0,40,0
13,0.8461538461538461,0.6923076923076923,130.27272727272728,3,0
270,0.3925925925925926,0.5370370370370371,19.16981132075472,62,0
2,0.0,0.5,0.0,1,0
1,0.0,1.0,0.0,1,0
14,0.0,1.0,0.0,2,0
9,0.3333333333333333,1.0,35.666666666666664,6,0
2,0.0,1.0,0.0,1,0
37,0.2432432432432432,0.6486486486486487,83.77777777777777,14,0
270,0.137037037037037,0.9666666666666668,148.02702702702703,33,0
16,0.0625,0.8125,91.0,7,0
3,0.0,0.6666666666666666,0.0,1,0
66,0.3787878787878788,0.6818181818181818,30.52,39,0
13,0.0769230769230769,0.7692307692307693,29.0,5,0
200,0.01,0.61,44.0,18,0
2,0.5,1.0,7.0,1,0
28,0.5,0.4642857142857143,186.6428571428572,8,0
127,0.0236220472440944,0.5196850393700787,19.666666666666668,35,0
18,0.0,0.8333333333333334,0.0,3,0
29,0.0,0.5862068965517241,0.0,17,0
1,0.0,1.0,0.0,1,0
104,0.0961538461538461,0.6442307692307693,25.5,22,0
204,0.0196078431372549,0.8235294117647058,52.75,8,0
67,0.0746268656716417,0.4776119402985074,17.6,16,0
91,0.5164835164835165,0.6483516483516484,114.2127659574468,61,0
2,0.0,1.0,0.0,1,0
22,0.0454545454545454,0.5454545454545454,143.0,9,0
1,0.0,1.0,0.0,1,0
7,1.0,0.4285714285714285,86.85714285714286,4,0
9,0.3333333333333333,0.6666666666666666,14.333333333333334,7,0
49,0.0204081632653061,0.5918367346938775,62.0,5,0
17,0.0,0.8235294117647058,0.0,4,0
13,0.0769230769230769,0.5384615384615384,57.0,2,0
250,0.08,0.92,78.25,28,0
61,0.0,0.9344262295081968,0.0,12,0
2,0.0,1.0,0.0,2,0
270,0.9185185185185184,0.8962962962962963,778.3185483870968,101,0
240,0.95,0.9208333333333332,952.4824561403508,127,0
39,0.0,0.9743589743589745,0.0,1,0
33,0.1818181818181818,0.6666666666666666,28.83333333333333,5,0
8,0.125,0.875,22.0,3,0
14,0.2142857142857142,0.5714285714285714,36.66666666666666,3,0
112,0.0,0.75,0.0,4,0
22,0.2727272727272727,0.9545454545454546,85.66666666666667,7,0
38,0.0526315789473684,0.8157894736842105,103.5,5,0
194,0.0,0.7680412371134021,0.0,35,0
3,0.6666666666666666,1.0,37.0,3,0
23,0.5652173913043478,0.391304347826087,30.46153846153846,20,0